201705252,투엑스비엠연질캡슐,타원형,갈색,,,,23.88,8.68,8.68,"연질캡슐제, 현탁상"
201702577,리마셀정(리마프로스트알파덱스),원형,하양,,,,6.67,6.67,2.74,나정
201603717,투투포지정10/160밀리그램,타원형,노랑,,,,14.63,6.05,4.72,필름코팅정
201603716,투투포지정5/160밀리그램,타원형,주황,,,,14.63,6.05,4.72,필름코팅정
201603715,투투포지정5/80밀리그램,원형,주황,,,,8.22,8.22,3.59,필름코팅정
200008801,제니칼캡슐120밀리그램(오르리스타트),장방형,파랑,파랑,,,19.1,6.63,6.91,"경질캡슐제, 과립제"
199602981,유한덱사메타손정,원형,하양,,-,,7.1,7.1,2.9,나정
201706472,큐덱시서방캡슐200밀리그램(토피라메이트),장방형,갈색,회색,,,23.96,7.39,7.62,"서방성캡슐제, 펠렛"
201708096,콜리린연질캡슐(콜린알포세레이트),타원형,갈색,,,,15.26,8.44,8.44,"연질캡슐제, 액상"
200300623,알비정400mg(알벤다졸),장방형,주황,,-,,14.5,8.4,6.2,필름코팅정
201708125,컴팩테노정(테노포비르디소프록실푸마르산염),기타,파랑,,,,13.2,8.2,5.1,필름코팅정
201702682,킥센연질캡슐(나프록센),타원형,"초록, 투명",,,,15.4,10.5,10.5,"연질캡슐제, 액상"
201803514,바펜디정,장방형,노랑,,,,15.6,5.9,5.5,필름코팅정
201601512,코사로탄정50mg(로사르탄칼륨),타원형,하양,,,,10.6,5.8,3.2,필름코팅정
201804192,이클린티엑스캡슐,장방형,노랑,노랑,,,19.1,6.6,6.9,"경질캡슐제, 산제"
201803799,클래리온정(클래리트로마이신),타원형,노랑,,,,16.0,8.1,5.7,필름코팅정
201804347,안플원정100밀리그램(사르포그렐레이트염산염),원형,하양,,,-,8.8,8.8,4.8,필름코팅정
201506136,토파스정100밀리그램(토피라메이트),원형,노랑,,,+,9.2,9.2,4.5,필름코팅정
201803966,듀오메트엑스알정500/10밀리그램,타원형,분홍,,,,15.2,8.1,7.3,서방성필름코팅정
201803967,듀오메트엑스알정750/10밀리그램,타원형,분홍,,,,19.7,10.1,6.7,서방성필름코팅정
201803965,크레비스정500/10밀리그램,타원형,분홍,,,,15.2,8.1,7.3,필름코팅정
201803964,크레비스정750/10밀리그램,타원형,분홍,,,,19.7,10.1,6.7,필름코팅정
201804473,바이틸린투엑스정(애엽95%에탄올연조엑스(20→1)),장방형,연두,,,,14.6,8.3,3.9,필름코팅정
201803080,제이그렐정(클로피도그렐황산염),원형,분홍,,,,8.5,8.5,4.0,필름코팅정
201602324,오파몬정(리마프로스트알파덱스),원형,하양,,,,6.6,6.6,2.9,나정
201802750,알토바정10밀리그램(아토르바스타틴칼슘),타원형,하양,,,,9.8,5.1,3.6,필름코팅정
200713912,지노티넬정35밀리그램(무수리세드론산나트륨),원형,분홍,,,,9.2,9.2,3.4,필름코팅정
200502251,미세틴캡슐10밀리그램(플루옥세틴염산염),장방형,초록,초록,,,15.7,5.57,5.83,"경질캡슐제, 산제"
201705171,뉴리탄정0.2밀리그램(데스모프레신아세트산염),원형,하양,,,-,8.7,8.7,3.7,나정
201603221,엑스로탄정10/160밀리그램,타원형,노랑,,,,14.3,5.7,4.7,필름코팅정
201603220,엑스로탄정5/160밀리그램,타원형,주황,,,,14.3,5.7,4.7,필름코팅정
201801905,에르틴정(엘카르니틴),원형,하양,,,,12.3,12.3,5.6,필름코팅정
201801418,제스터정25밀리그램(토피라메이트),원형,노랑,,-,,6.1,6.1,2.6,필름코팅정
201802161,에제틴정10밀리그램(에제티미브),장방형,하양,,,,8.3,4.1,2.6,나정
200404183,징코멕스정120mg(은행엽건조엑스),원형,초록,,,,9.4,9.4,5.3,필름코팅정
201801178,파워콜코프연질캡슐,타원형,갈색,,,,19.9,9.4,9.4,"연질캡슐제, 액상"
201801538,파워콜노즈연질캡슐,타원형,파랑,,,,20.1,9.4,9.4,"연질캡슐제, 액상"
200600104,로자린정(로사르탄칼륨),타원형,하양,,,,10.6,5.8,3.3,필름코팅정
201801344,이니바실루스캡슐(바실루스리케니포르미스균),장방형,하양,하양,,,19.0,6.3,6.7,"경질캡슐제, 산제"
201801840,오마칸연질캡슐(오메가-3-산에틸에스테르90),타원형,"노랑, 투명",,,,24.3,9.6,9.6,"연질캡슐제, 액상"
200600125,도네프정10밀리그램(도네페질염산염수화물),원형,노랑,,,,8.8,8.8,4.7,필름코팅정
200708055,도네프정5밀리그램(도네페질염산염수화물),원형,하양,,,,7.1,7.1,3.6,필름코팅정
201802756,이센트레스에이치디정(랄테그라비르칼륨(미분화)),타원형,노랑,,,,19.5,10.1,6.2,필름코팅정
201801392,신신이트라코나졸정100밀리그램(이트라코나졸고체분산체),원형,하양,,,,11.2,11.2,5.7,필름코팅정
200604166,비터펜정(펜터민염산염),원형,하양,,,-,7.1,7.1,3.3,나정
201606043,에제로바정10/20밀리그램,원형,하양,,,,9.2,9.2,4.1,필름코팅정
201606044,에제로바정10/10밀리그램,원형,하양,,,,8.2,8.2,4.1,필름코팅정
201606045,에제로바정10/5밀리그램,원형,하양,,,,7.2,7.2,3.7,필름코팅정
200301855,리버칼연질캡슐,타원형,검정,,,,15.2,9.4,9.4,"연질캡슐제, 현탁상"
197400262,트레스탄캡슐,장방형,분홍,빨강,,,21.3,7.1,7.5,"경질캡슐제, 산제"
200607685,징코큐정120밀리그람(은행엽건조엑스),원형,연두,,,,9.3,9.3,4.7,필름코팅정
201801003,메틸론정4mg(메틸프레드니솔론),타원형,하양,,,+,7.5,5.3,2.8,나정
201801266,웰마코연질캡슐(오메가-3-산에틸에스테르90),타원형,"노랑, 투명",,,,24.7,9.9,9.9,"연질캡슐제, 액상"
201800787,로나펜정(록소프로펜나트륨수화물),원형,하양,,,,9.1,9.1,3.5,나정
197800009,부루톤정(방기황기탕엑스정),타원형,주황,,,,14.7,8.7,6.1,필름코팅정
201801224,엘러큐어정(에피나스틴염산염),원형,하양,,,-,6.2,6.2,2.8,필름코팅정
201800994,카펜에스정,타원형,하양,,,-,13.0,7.1,5.3,필름코팅정
201801726,테라민캡슐(테오브로민),장방형,갈색,하양,,,19.0,6.5,6.5,"경질캡슐제, 산제"
200710635,아서틸아르기닌정5밀리그램(페린도프릴아르기닌),장방형,연두,,,,8.2,3.7,2.9,필름코팅정
199401504,타루겐정(탈니플루메이트),원형,주황,,,,11.2,11.2,4.9,필름코팅정
201801908,비맥스비비정,타원형,분홍,,,,17.4,10.3,6.2,필름코팅정
201309805,크리나제정(스트렙토키나제·스트렙토도르나제),원형,주황,,,-,9.0,9.0,3.3,나정
201706355,나토실정(테르비나핀염산염),원형,하양,,-,,9.1,9.1,3.9,나정
201702431,스트록스타서방캡슐,장방형,갈색,노랑,,,24.0,7.5,8.0,"서방성캡슐제, 펠렛"
201708261,타진서방정80/40mg,장방형,갈색,,,,14.0,6.0,3.8,서방성필름코팅정
201801420,글리스타엠정,타원형,하양,,,-,15.8,8.6,5.6,필름코팅정
201801715,팜젠시프로플록사신정250mg(시프로플록사신염산염),원형,하양,,-,,11.1,11.1,4.0,필름코팅정
201708627,이지텐션정(암로디핀베실산염2.5수화물),기타,노랑,,,-,6.3,6.3,3.0,나정
201606535,에스텐션정5밀리그램(에스암로디핀베실산염이수화물),기타,분홍,,-,,8.5,7.5,3,나정
201702181,세레이트연질캡슐(콜린알포세레이트),타원형,갈색,,,,15.07,8.69,8.69,"연질캡슐제, 액상"
201702295,센글라정100밀리그램(실데나필시트르산염),타원형,파랑,,-,,13.6,6.7,3.4,필름코팅정
201702566,센글라정50밀리그램(실데나필시트르산염),타원형,파랑,,-,,11,5.6,3.1,필름코팅정
201601187,리카스타캡슐 75mg(프레가발린),장방형,갈색,하양,,,14.21,5.13,4.87,"경질캡슐제, 산제"
201601186,리카스타캡슐 150mg(프레가발린),장방형,하양,하양,,,17.74,6.07,5.81,"경질캡슐제, 산제"
201701347,비타콤보정,장방형,갈색,,,-,19.8,8.73,5.98,필름코팅정
201501328,메디페나신정10mg(솔리페나신숙신산염),원형,분홍,,,,7.09,7.09,3.79,필름코팅정
201501327,메디페나신정5mg(솔리페나신숙신산염),원형,노랑,,,,6.58,6.58,3.51,필름코팅정
201702458,아르닌정,타원형,분홍,,,,14.15,8.34,5.7,필름코팅정
201405075,웰유로정10mg(솔리페나신숙신산염),원형,분홍,,,,7.16,7.16,3.97,필름코팅정
201405329,웰유로정5mg(솔리페나신숙신산염),원형,노랑,,,,6.66,6.66,3.61,필름코팅정
201703651,정시아정(센텔라정량추출물),원형,연두,,,,8.64,8.64,4.19,필름코팅정
201701415,지노티넬플러스정,타원형,주황,,-,,11.6,5.7,4,필름코팅정
201702071,베스칸정10밀리그램(솔리페나신숙신산염),원형,분홍,,,,7.15,7.15,3.91,필름코팅정
201603516,클로스타정(클로피도그렐황산염),원형,분홍,,,,8.5,8.5,3.6,필름코팅정
201405583,솔리페신정10mg(솔리페나신숙신산염),원형,분홍,,,,7.11,7.11,3.9,필름코팅정
201405582,솔리페신정5mg(솔리페나신숙신산염),원형,노랑,,,,6.6,6.6,3.55,필름코팅정
201701411,솔피펜정5밀리그램(솔리페나신숙신산염),원형,노랑,,,,7.77,7.77,3.38,필름코팅정
201701410,솔피펜정10밀리그램(솔리페나신숙신산염),원형,분홍,,,,7.82,7.82,3.46,필름코팅정
201600498,로페날정(록소프로펜나트륨수화물),원형,하양,,,,9.1,9.1,3.3,나정
201708459,아자프린정25밀리그램(아자티오프린),원형,연두,,,,5.06,5.06,2.64,나정
200300260,에릭손정(에페리손염산염),원형,하양,,,,7.7,7.7,3.6,필름코팅정
201801680,아주코연질캡슐(오메가-3-산에틸에스테르90),타원형,"노랑, 투명",,,,24.5,9.6,9.6,"연질캡슐제, 액상"
201801763,펜타우드연질캡슐(덱시부프로펜),타원형,"빨강, 투명",,,,15.2,9.6,9.6,"연질캡슐제, 액상"
201507985,피엠에스올란자핀정5밀리그램(올란자핀),원형,하양,,,,8.2,8.2,4.4,필름코팅정
201507984,피엠에스올란자핀정2.5밀리그램(올란자핀),원형,하양,,,,7.2,7.2,3.1,필름코팅정
201507986,피엠에스올란자핀정10밀리그램(올란자핀),원형,하양,,,,10.2,10.2,5.6,필름코팅정
201801952,리토아틴정20밀리그램(아토르바스타틴칼슘삼수화물),원형,하양,,,,7.2,7.2,4.4,필름코팅정
201801951,리토아틴정10밀리그램(아토르바스타틴칼슘삼수화물),원형,하양,,,,5.7,5.7,3.6,필름코팅정
201801491,코시바정20밀리그램(심바스타틴),타원형,분홍,,-,,11.4,6.6,3.7,필름코팅정
201801810,하시버정(아시클로버),원형,파랑,,-,,10.1,10.1,3.8,나정
201801838,리페딘정1밀리그램(리스페리돈),장방형,하양,,-,,11.7,5.3,3.3,필름코팅정
201801819,시프사신정250밀리그램(시프로플록사신염산염수화물),원형,하양,,-,,11.3,11.3,4.4,필름코팅정
201801735,라도바정20밀리그램(아토르바스타틴칼슘수화물),원형,하양,,,,7.3,7.3,4.2,필름코팅정
201801561,뮤트린캡슐200밀리그램(아세틸시스테인),장방형,연두,연두,,,17.6,6.1,6.4,"경질캡슐제, 산제"
201800071,뉴세레틴정(레보세티리진염산염),타원형,하양,,,,8.1,4.6,3.3,필름코팅정
201705708,피오리돈메트정,장방형,하양,,,,17.7,9.7,7.9,필름코팅정
201801257,개스틴포르테연질캡슐,타원형,초록,,,,16.9,6.3,6.3,"연질캡슐제, 액상"
201701109,베폰스정(베포타스틴베실산염),원형,하양,,,-,7.1,7.1,2.9,필름코팅정
201206838,이노티딘정(라니티딘염산염),원형,하양,,,,9.2,9.2,4.1,필름코팅정
200709788,에이피토정10밀리그램(아토르바스타틴칼슘삼수화물),원형,하양,,,,5.7,5.7,3.5,필름코팅정
201202396,에이피토정20밀리그램(아토르바스타틴칼슘삼수화물),원형,하양,,,,7.1,7.1,4.5,필름코팅정
201801834,"피오엠정15/850밀리그램(피오글리타존염산염,메트포르민염산염)",장방형,하양,,,,17.6,9.6,7.1,필름코팅정
196200034,삐콤정,원형,갈색,,,,10.2,10.2,4.3,필름코팅정
201803041,레토르정2밀리그램(이르소글라딘말레산염),원형,하양,,,,6.8,6.8,2.4,나정
201802737,액토핀메트정15/850밀리그램,장방형,하양,,,,17.7,9.7,7.6,필름코팅정
201804485,에스타렌투엑스정(애엽95%에탄올연조엑스(20→1)),장방형,연두,,,,14.6,8.3,3.9,필름코팅정
201708605,벨노즈캡슐,장방형,파랑,하양,,,14.0,5.0,5.2,"경질캡슐제, 산제"
201804139,레드리버연질캡슐(밀크시슬열매건조엑스),타원형,빨강,,,,19.9,9.0,9.0,"연질캡슐제, 현탁상"
200410902,알도스캡슐(에르도스테인),장방형,초록,노랑,,,19.1,6.5,6.8,"경질캡슐제, 산제"
201803992,베포리온정(베포타스틴베실산염),원형,하양,,,-,7.1,7.1,2.9,필름코팅정
201804004,유니안트디정,장방형,분홍,,,,13.2,5.9,4.4,필름코팅정
201804149,프리렙톨캡슐25밀리그램(프레가발린),장방형,노랑,하양,,,10.9,4.8,4.6,"경질캡슐제, 산제"
201801323,목시클란정625mg(아목시실린-클라불란산칼륨),타원형,하양,,,,20.3,9.8,6.4,필름코팅정
201801322,목시클란정375mg(아목시실린-클라불란산칼륨),타원형,하양,,,,16.5,7.6,6.0,필름코팅정
201801832,오마티지연질캡슐(오메가-3-산에틸에스테르90),타원형,"노랑, 투명",,,,24.7,9.6,9.6,"연질캡슐제, 액상"
201800670,로수반정20mg(로수바스타틴칼슘),원형,분홍,,,,9.1,9.1,4.5,필름코팅정
201400306,플루테롤흡입용캡슐100/50,장방형,투명,투명,,,15.7,5.4,5.7,"정량흡입제, 분말제"
201400307,플루테롤흡입용캡슐250/50,장방형,투명,투명,,,15.7,5.4,5.7,"정량흡입제, 분말제"
201400305,플루테롤흡입용캡슐500/50,장방형,투명,투명,,,15.7,5.4,5.7,정량분말분무제
201707499,셀프로벨플러스정300/12.5밀리그램,타원형,분홍,,,,15.8,8.2,5.5,필름코팅정
201707500,셀프로벨플러스정150/12.5밀리그램,타원형,분홍,,,,12.6,6.5,4.3,필름코팅정
201708640,세파셀렌정100마이크로그램(아셀렌산나트륨),원형,하양,,,,9.2,9.2,4.7,나정
201705701,"피오글루파정15/850밀리그램(피오글리타존염산염, 메트포르민염산염)",장방형,하양,,,,17.6,9.6,7.7,필름코팅정
201705673,케이토스메트정15/850밀리그램,장방형,하양,,,,17.7,9.8,7.8,필름코팅정
201801415,에스시탐정5밀리그램(에스시탈로프람옥살산염),원형,하양,,-,,6.2,6.2,3.0,필름코팅정
201705702,글레존메트정15/850밀리그램,장방형,하양,,,,17.7,9.7,7.8,필름코팅정
200903136,헤파큐민연질캡슐350mg(밀크시슬열매건조엑스),타원형,초록,,,,20.1,8.9,8.9,"연질캡슐제, 현탁상"
201802505,시탈로정5밀리그램(에스시탈로프람옥살산염),원형,하양,,,,6.0,6.0,3.2,필름코팅정
201800820,뉴심바드정(심바스타틴),타원형,분홍,,-,,11.3,6.5,3.6,필름코팅정
201801180,뉴피리드정(레보설피리드),원형,하양,,,,7.1,7.1,3.3,나정
201502659,암로잘정5/100밀리그램,타원형,분홍,,,,15.0,7.5,5.1,필름코팅정
201502658,암로잘정5/50밀리그램,타원형,하양,,,,12.5,6.8,4.7,필름코팅정
201404644,휴스타정20mg(아토르바스타틴칼슘수화물),원형,하양,,,,7.5,7.5,4.3,필름코팅정
201802219,큐라민골드정,장방형,갈색,,,,15.7,7.6,6.3,필름코팅정
201802562,로수메트서방정5/500밀리그램,타원형,노랑,,,,17.8,8.8,7.1,필름코팅정
201802561,로수메트서방정5/750밀리그램,타원형,노랑,,,,21.3,9.8,7.8,필름코팅정
201802563,로수메트서방정10/500밀리그램,타원형,분홍,,,,17.8,8.8,7.2,필름코팅정
200903801,제로엑스캡슐(오르리스타트),장방형,파랑,파랑,,,19.19,6.4,6.74,"경질캡슐제, 산제"
201702204,소울큐정10밀리그램(솔리페나신숙신산염),원형,분홍,,,,8.7,8.7,3.5,필름코팅정
201701416,조인파워연질캡슐,장방형,빨강,,,,24.1,8.59,8.59,"연질캡슐제, 현탁상"
201604888,바로모틴정(모사프리드시트르산염수화물),장방형,하양,,,-,9.23,4.67,3.29,필름코팅정
201604642,바이세렌캡슐(디아세레인),장방형,주황,노랑,,,19.1,6.63,6.91,"경질캡슐제, 산제"
201604824,바이페리손정(에페리손염산염),원형,하양,,,,7.32,7.32,3.86,필름코팅정
201605001,알츠티린연질캡슐(콜린알포세레이트),타원형,갈색,,,,15,8.8,8.8,"연질캡슐제, 액상"
201604860,일바스크정5mg(암로디핀베실산염),팔각형,하양,,,-,8.65,6.15,3.7,나정
201604864,일바치오에이치알정(티옥트산),장방형,연두,,,,18.2,8.2,6,필름코팅정
201701285,건일몬테루카스트츄정5밀리그램(몬테루카스트나트륨),원형,분홍,,,,9.59,9.59,4.34,추어블정(저작정)
201701290,건일몬테루카스트츄정4밀리그램(몬테루카스트나트륨),타원형,분홍,,,,10.88,8.02,3.71,추어블정(저작정)
201702404,콤비로칸정20/32밀리그램,원형,분홍,,,,10,10,5.3,필름코팅정
201702401,콤비로칸정10/16밀리그램,원형,주황,,,,7.62,7.62,3.41,필름코팅정
201702402,콤비로칸정10/8밀리그램,원형,분홍,,,,7.65,7.65,3.54,필름코팅정
201702403,콤비로칸정5/8밀리그램,원형,분홍,,,,6.1,6.1,2.8,필름코팅정
